"STATION","NAME","DATE","HLY-CLDH-NORMAL","HLY-CLOD-PCTBKN","HLY-CLOD-PCTCLR","HLY-CLOD-PCTFEW","HLY-CLOD-PCTOVC","HLY-CLOD-PCTSCT","HLY-DEWP-10PCTL","HLY-DEWP-90PCTL","HLY-DEWP-NORMAL","HLY-HIDX-NORMAL","HLY-HTDH-NORMAL","HLY-PRES-10PCTL","HLY-PRES-90PCTL","HLY-PRES-NORMAL","HLY-TEMP-10PCTL","HLY-TEMP-90PCTL","HLY-TEMP-NORMAL","HLY-WCHL-NORMAL","HLY-WIND-1STDIR","HLY-WIND-1STPCT","HLY-WIND-2NDDIR","HLY-WIND-2NDPCT","HLY-WIND-AVGSPD","HLY-WIND-PCTCLM","HLY-WIND-VCTDIR","HLY-WIND-VCTSPD"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T16:00:00","0.0","209","155","105","442","90","1.0","28.9","16.5","30.4","34.6","1.0","1.0","1.0","19.9","39.9","30.4","23.4","1","253","2","229","8.5","80","16","3.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T17:00:00","0.0","240","157","97","418","88","1.0","28.9","16.8","30.3","34.7","1.0","1.0","1.0","19.9","39.0","30.3","23.4","1","288","2","196","8.1","87","12","3.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T18:00:00","0.0","226","151","104","431","88","1.0","28.9","16.8","29.5","35.5","1.0","1.0","1.0","19.0","39.0","29.5","22.7","1","311","2","164","7.9","107","10","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T19:00:00","0.0","206","163","109","437","86","0.0","28.9","16.7","27.9","37.1","1.0","1.0","1.0","17.1","37.0","27.9","21.2","1","287","2","146","7.4","138","7","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T20:00:00","0.0","202","171","137","422","67","-0.9","28.9","16.3","26.5","38.5","1.0","1.0","1.0","15.1","36.7","26.5","20.0","1","276","2","146","7.2","187","8","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T21:00:00","0.0","165","226","104","438","68","-0.9","28.0","16.0","25.7","39.3","1.0","1.0","1.0","14.0","36.0","25.7","18.8","1","298","2","151","7.3","154","8","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T22:00:00","0.0","158","259","104","408","72","-0.9","28.9","15.6","24.9","40.1","1.0","1.0","1.0","12.9","36.0","24.9","18.0","1","308","2","143","7.2","162","7","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-10T23:00:00","0.0","160","270","101","399","70","-2.0","28.0","15.2","24.2","40.8","1.0","1.0","1.0","12.0","35.1","24.2","17.1","1","335","2","142","7.3","147","6","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T00:00:00","0.0","144","285","92","402","76","-0.9","28.0","15.8","24.0","41.0","1.0","1.0","1.0","12.0","34.5","24.0","16.9","1","347","6","113","7.2","160","3","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T01:00:00","0.0","133","290","81","425","72","-2.9","28.0","14.7","23.3","41.7","1.0","1.0","1.0","10.0","34.7","23.3","15.8","1","409","5","115","7.4","144","3","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T02:00:00","0.0","137","288","72","425","79","-4.0","28.0","14.4","22.8","42.2","1.0","1.0","1.0","10.0","34.0","22.8","15.3","1","376","2","129","7.3","140","6","3.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T03:00:00","0.0","136","280","72","432","81","-2.9","28.0","14.0","22.4","42.6","1.0","1.0","1.0","9.0","34.0","22.4","15.0","1","365","2","140","7.1","156","6","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T04:00:00","0.0","102","283","78","448","89","-5.1","28.0","13.7","21.8","43.2","1.0","1.0","1.0","8.1","34.0","21.8","14.4","1","395","2","111","7.0","149","2","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T05:00:00","0.0","143","281","76","437","65","-5.1","27.0","13.4","21.5","43.5","1.0","1.0","1.0","8.1","33.1","21.5","13.9","1","406","8","120","7.1","138","1","3.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T06:00:00","0.0","150","269","96","433","52","-5.1","27.0","13.2","21.2","43.8","1.0","1.0","1.0","7.0","33.1","21.2","13.7","1","366","2","121","6.9","162","7","3.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T07:00:00","0.0","205","194","112","417","73","-5.1","27.0","12.9","20.8","44.2","1.0","1.0","1.0","7.0","32.4","20.8","13.3","1","413","2","132","6.9","171","6","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T08:00:00","0.0","235","152","115","410","88","-6.0","28.0","12.8","20.8","44.2","1.0","1.0","1.0","7.0","33.1","20.8","13.1","1","388","2","153","7.0","138","7","3.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T09:00:00","0.0","202","159","118","457","64","-4.0","27.0","13.5","21.9","43.1","1.0","1.0","1.0","9.0","33.1","21.9","14.2","1","361","2","168","7.2","136","8","3.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T10:00:00","0.0","213","165","104","448","70","-2.9","28.0","14.2","23.8","41.2","1.0","1.0","1.0","12.0","35.1","23.8","16.1","1","393","2","205","7.5","107","11","4.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T11:00:00","0.0","195","173","89","445","98","-2.9","28.9","14.6","25.6","39.4","1.0","1.0","1.0","14.0","36.0","25.6","17.7","1","383","2","217","8.0","69","16","4.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T12:00:00","0.0","207","169","101","444","79","-2.0","28.0","15.0","27.1","37.9","1.0","1.0","1.0","15.1","37.0","27.1","19.2","1","360","2","211","8.5","47","10","4.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T13:00:00","0.0","216","173","111","427","73","-0.9","28.0","15.5","28.5","36.5","1.0","1.0","1.0","17.1","37.9","28.5","21.0","1","328","2","244","8.4","71","12","4.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T14:00:00","0.0","223","173","108","403","92","0.0","28.9","15.8","29.7","35.3","1.0","1.0","1.0","19.0","39.0","29.7","22.4","1","317","2","237","8.5","56","16","4.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T15:00:00","0.0","215","167","108","432","78","0.3","28.9","16.2","30.4","34.6","1.0","1.0","1.0","19.9","39.9","30.4","23.1","1","269","2","250","8.8","58","12","4.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T16:00:00","0.0","200","155","101","448","95","1.0","28.9","16.7","30.7","34.3","1.0","1.0","1.0","19.9","39.9","30.7","23.7","1","254","2","225","8.6","80","14","4.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T17:00:00","0.0","232","162","90","423","92","1.0","28.9","17.0","30.6","34.4","1.0","1.0","1.0","21.0","39.0","30.6","23.8","1","286","2","191","8.3","89","11","3.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T18:00:00","0.0","221","156","102","431","90","1.0","28.9","17.0","29.9","35.1","1.0","1.0","1.0","19.9","39.0","29.9","23.0","1","310","2","157","8.1","104","10","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T19:00:00","0.0","195","163","107","447","88","0.0","28.9","17.0","28.3","36.7","1.0","1.0","1.0","19.0","37.0","28.3","21.7","1","288","2","146","7.6","138","7","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T20:00:00","0.0","187","169","142","431","72","-0.9","28.9","16.6","26.9","38.1","1.0","1.0","1.0","16.0","37.0","26.9","20.3","1","277","2","135","7.3","182","8","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T21:00:00","0.0","153","217","106","442","81","-0.9","28.0","16.3","26.2","38.8","1.0","1.0","1.0","14.0","36.0","26.2","19.3","1","298","2","148","7.4","158","8","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T22:00:00","0.0","147","248","104","420","81","-0.9","28.9","15.9","25.4","39.6","1.0","1.0","1.0","12.9","36.0","25.4","18.3","1","310","2","139","7.4","149","9","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-11T23:00:00","0.0","156","264","102","409","70","-2.0","28.0","15.5","24.7","40.3","1.0","1.0","1.0","12.9","35.1","24.7","17.5","1","341","2","136","7.4","144","7","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T00:00:00","0.0","144","283","83","411","79","-0.9","28.0","16.3","24.6","40.4","1.0","1.0","1.0","14.0","35.1","24.6","17.5","1","347","2","106","7.3","157","6","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T01:00:00","0.0","133","288","72","431","76","-2.9","28.0","15.1","23.7","41.3","1.0","1.0","1.0","10.9","35.1","23.7","16.3","1","406","5","117","7.4","144","5","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T02:00:00","0.0","135","288","63","437","77","-4.0","28.0","14.7","23.3","41.7","1.0","1.0","1.0","10.9","34.9","23.3","15.9","1","373","2","131","7.2","144","6","3.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T03:00:00","0.0","130","277","72","445","76","-2.9","28.0","14.4","22.9","42.1","1.0","1.0","1.0","10.0","34.5","22.9","15.4","1","361","2","136","7.2","147","6","3.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T04:00:00","0.0","109","285","71","450","85","-4.0","28.0","14.0","22.2","42.8","1.0","1.0","1.0","8.1","34.0","22.2","14.7","1","395","2","112","7.1","144","2","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T05:00:00","0.0","134","285","71","443","67","-5.1","27.0","13.7","21.9","43.1","1.0","1.0","1.0","8.1","33.1","21.9","14.3","1","399","8","125","7.1","133","1","3.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T06:00:00","0.0","146","274","97","429","54","-5.1","27.0","13.6","21.7","43.3","1.0","1.0","1.0","8.1","33.1","21.7","14.2","1","372","2","114","7.0","167","7","3.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T07:00:00","0.0","207","186","114","416","77","-4.0","27.3","13.2","21.2","43.8","1.0","1.0","1.0","7.0","33.1","21.2","13.8","1","409","2","134","6.9","171","6","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T08:00:00","0.0","240","147","120","405","88","-5.1","28.0","13.1","21.2","43.8","1.0","1.0","1.0","8.1","33.1","21.2","13.5","1","391","2","152","7.0","138","6","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T09:00:00","0.0","210","155","114","456","66","-2.9","27.0","13.8","22.4","42.6","1.0","1.0","1.0","10.0","34.0","22.4","14.7","1","364","2","165","7.3","129","8","4.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T10:00:00","0.0","214","164","99","448","74","-2.9","28.0","14.5","24.3","40.7","1.0","1.0","1.0","12.0","35.1","24.3","16.6","1","401","2","208","7.5","102","10","4.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T11:00:00","0.0","193","172","86","444","104","-2.0","28.9","14.9","26.0","39.0","1.0","1.0","1.0","15.1","36.0","26.0","18.2","1","381","2","222","8.1","64","15","4.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T12:00:00","0.0","212","167","99","441","81","-0.9","28.9","15.4","27.5","37.5","1.0","1.0","1.0","16.0","37.0","27.5","19.6","1","364","2","214","8.6","42","10","4.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T13:00:00","0.0","211","170","114","425","80","-0.9","28.0","15.7","28.9","36.1","1.0","1.0","1.0","17.4","37.9","28.9","21.4","1","326","2","246","8.5","62","10","4.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T14:00:00","0.0","230","169","108","392","101","0.0","28.9","16.1","30.1","34.9","1.0","1.0","1.0","19.0","39.9","30.1","22.8","1","329","2","236","8.6","51","15","4.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T15:00:00","0.0","220","162","114","419","85","1.0","28.9","16.5","30.8","34.2","1.0","1.0","1.0","21.0","39.9","30.8","23.6","1","261","2","250","8.8","56","12","4.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T16:00:00","0.0","200","153","101","439","106","1.6","28.9","17.0","31.1","33.9","1.0","1.0","1.0","21.0","39.9","31.1","24.2","1","255","2","217","8.6","78","13","3.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T17:00:00","0.0","234","160","92","419","95","1.9","28.9","17.3","31.0","34.0","1.0","1.0","1.0","21.0","39.7","31.0","24.3","1","275","2","189","8.2","91","10","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T18:00:00","0.0","226","156","106","421","90","1.9","28.9","17.4","30.3","34.7","1.0","1.0","1.0","19.9","39.0","30.3","23.6","1","288","2","165","7.9","109","10","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T19:00:00","0.0","201","167","104","434","93","1.0","28.9","17.3","28.7","36.3","1.0","1.0","1.0","19.0","37.9","28.7","22.2","1","271","2","142","7.5","138","6","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T20:00:00","0.0","191","166","151","418","74","0.0","28.9","16.9","27.3","37.7","1.0","1.0","1.0","17.1","37.0","27.3","20.8","1","251","2","137","7.2","191","8","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T21:00:00","0.0","156","214","113","431","86","-0.9","28.0","16.6","26.5","38.5","1.0","1.0","1.0","14.0","36.0","26.5","19.7","1","291","2","142","7.3","160","6","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T22:00:00","0.0","156","253","99","409","84","-0.9","28.9","16.3","25.7","39.3","1.0","1.0","1.0","12.9","36.0","25.7","18.8","1","303","2","131","7.2","153","7","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-12T23:00:00","0.0","165","271","95","395","74","-2.0","28.0","15.8","25.0","40.0","1.0","1.0","1.0","12.9","35.1","25.0","17.9","1","342","2","125","7.3","138","6","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T00:00:00","0.0","146","283","85","404","81","0.0","28.0","16.7","25.0","40.0","1.0","1.0","1.0","14.0","35.1","25.0","17.9","1","342","5","109","7.2","152","5","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T01:00:00","0.0","135","294","74","422","76","-2.0","28.0","15.4","24.0","41.0","1.0","1.0","1.0","12.0","35.1","24.0","16.7","1","390","5","116","7.3","149","6","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T02:00:00","0.0","135","295","61","432","77","-2.9","28.0","15.0","23.5","41.5","1.0","1.0","1.0","10.9","35.1","23.5","16.2","1","362","2","128","7.1","133","6","3.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T03:00:00","0.0","140","286","65","437","72","-2.9","28.0","14.7","23.1","41.9","1.0","1.0","1.0","10.9","35.1","23.1","15.9","1","351","2","133","7.0","147","6","3.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T04:00:00","0.0","114","291","69","441","85","-4.0","28.0","14.3","22.5","42.5","1.0","1.0","1.0","9.0","34.0","22.5","15.1","1","384","8","108","6.9","149","2","3.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T05:00:00","0.0","143","283","76","434","65","-4.0","27.0","14.0","22.2","42.8","1.0","1.0","1.0","9.0","34.0","22.2","14.8","1","387","2","121","6.8","151","3","3.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T06:00:00","0.0","151","265","103","418","63","-4.0","27.0","13.8","21.9","43.1","1.0","1.0","1.0","8.1","33.1","21.9","14.5","1","364","2","111","6.8","169","6","3.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T07:00:00","0.0","207","170","125","416","82","-4.0","27.0","13.4","21.5","43.5","1.0","1.0","1.0","7.0","33.1","21.5","14.2","1","404","2","134","6.7","178","7","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T08:00:00","0.0","244","133","131","403","88","-4.0","27.9","13.3","21.4","43.6","1.0","1.0","1.0","8.1","33.1","21.4","13.9","1","384","2","154","6.8","136","6","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T09:00:00","0.0","210","141","128","453","68","-2.9","28.0","14.1","22.7","42.3","1.0","1.0","1.0","10.0","34.0","22.7","15.1","1","364","2","165","7.2","127","9","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T10:00:00","0.0","217","152","102","443","86","-2.0","28.0","14.7","24.6","40.4","1.0","1.0","1.0","12.9","35.1","24.6","17.0","1","406","2","210","7.5","98","10","4.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T11:00:00","0.0","199","156","90","441","113","-0.9","28.9","15.1","26.3","38.7","1.0","1.0","1.0","15.1","36.0","26.3","18.6","1","368","2","235","7.9","67","15","4.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T12:00:00","0.0","222","154","104","439","81","-0.9","28.0","15.5","27.8","37.2","1.0","1.0","1.0","17.1","37.9","27.8","20.1","1","353","2","218","8.4","42","11","4.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T13:00:00","0.0","209","157","120","432","82","0.0","28.0","15.8","29.2","35.8","1.0","1.0","1.0","18.0","39.0","29.2","21.8","1","326","2","240","8.4","60","10","4.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T14:00:00","0.0","223","160","110","399","108","0.0","28.9","16.2","30.5","34.5","1.0","1.0","1.0","19.6","39.9","30.5","23.4","1","328","2","223","8.4","56","14","4.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T15:00:00","0.0","220","153","117","423","87","1.9","28.9","16.6","31.2","33.8","1.0","1.0","1.0","21.0","39.9","31.2","24.1","1","253","2","239","8.6","56","11","3.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T16:00:00","0.0","201","144","102","442","111","1.9","28.9","17.1","31.5","33.5","1.0","1.0","1.0","21.0","41.0","31.5","24.7","1","259","2","198","8.4","78","11","3.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T17:00:00","0.0","234","151","97","419","99","1.9","28.9","17.5","31.4","33.6","1.0","1.0","1.0","21.0","39.9","31.4","24.7","1","269","2","173","8.1","87","8","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T18:00:00","0.0","228","151","106","420","95","3.0","28.9","17.6","30.6","34.4","1.0","1.0","1.0","21.0","39.0","30.6","24.1","1","276","2","154","7.7","109","6","2.8"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T19:00:00","0.0","203","156","111","433","97","1.9","28.9","17.6","29.1","35.9","1.0","1.0","1.0","19.0","37.9","29.1","22.7","1","260","2","140","7.3","147","4","2.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T20:00:00","0.0","188","157","152","423","81","0.0","28.9","17.1","27.6","37.4","1.0","1.0","1.0","17.1","37.0","27.6","21.2","1","234","2","142","7.1","193","6","2.5"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T21:00:00","0.0","147","208","117","438","90","0.0","28.9","16.8","26.7","38.3","1.0","1.0","1.0","14.0","36.0","26.7","20.1","1","280","2","140","7.3","162","5","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T22:00:00","0.0","147","249","113","412","79","-0.9","28.9","16.4","25.9","39.1","1.0","1.0","1.0","12.9","36.0","25.9","19.2","1","288","2","134","7.1","167","7","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-13T23:00:00","0.0","154","262","106","396","81","-0.9","28.9","16.1","25.2","39.8","1.0","1.0","1.0","12.9","35.1","25.2","18.3","1","328","2","128","7.2","158","8","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T00:00:00","0.0","144","275","92","405","83","1.0","28.9","17.1","25.3","39.7","1.0","1.0","1.0","14.0","35.6","25.3","18.4","1","318","6","120","7.1","157","6","2.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T01:00:00","0.0","135","285","88","420","72","-0.9","28.0","15.6","24.2","40.8","1.0","1.0","1.0","12.0","35.1","24.2","17.1","1","372","5","121","7.2","153","7","2.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T02:00:00","0.0","138","291","65","429","77","-2.0","28.0","15.3","23.8","41.2","1.0","1.0","1.0","12.0","35.1","23.8","16.5","1","346","2","136","7.1","142","7","3.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T03:00:00","0.0","135","279","74","441","70","-2.0","28.0","15.0","23.3","41.7","1.0","1.0","1.0","10.9","35.1","23.3","16.2","1","337","2","139","7.0","151","7","3.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T04:00:00","0.0","112","285","76","446","81","-2.9","28.0","14.6","22.7","42.3","1.0","1.0","1.0","9.0","34.0","22.7","15.5","1","375","2","112","6.8","156","3","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T05:00:00","0.0","139","273","87","441","60","-2.9","27.3","14.3","22.4","42.6","1.0","1.0","1.0","9.0","34.0","22.4","15.2","1","387","2","122","6.7","160","5","3.3"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T06:00:00","0.0","160","255","111","415","59","-2.9","27.0","14.1","22.1","42.9","1.0","1.0","1.0","9.0","33.1","22.1","14.8","1","356","2","128","6.8","169","8","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T07:00:00","0.0","207","166","125","421","80","-2.9","28.0","13.7","21.7","43.3","1.0","1.0","1.0","8.1","33.1","21.7","14.5","1","391","2","140","6.6","180","10","3.2"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T08:00:00","0.0","254","134","132","397","84","-4.0","28.0","13.6","21.6","43.4","1.0","1.0","1.0","8.1","33.1","21.6","14.2","1","377","2","148","6.8","138","6","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T09:00:00","0.0","219","141","130","444","66","-2.9","28.0","14.4","23.0","42.0","1.0","1.0","1.0","10.0","34.0","23.0","15.5","1","366","2","161","7.1","123","9","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T10:00:00","0.0","219","154","102","439","86","-0.9","28.0","15.0","24.9","40.1","1.0","1.0","1.0","12.9","35.1","24.9","17.4","1","390","2","217","7.4","104","11","4.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T11:00:00","0.0","204","163","88","438","107","-0.9","28.9","15.4","26.6","38.4","1.0","1.0","1.0","15.1","36.0","26.6","19.0","1","356","2","249","7.9","69","16","4.1"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T12:00:00","0.0","226","161","106","430","77","0.0","28.0","15.7","28.1","36.9","1.0","1.0","1.0","17.1","37.9","28.1","20.5","1","340","2","228","8.4","44","11","4.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T13:00:00","0.0","206","163","125","426","79","0.0","28.0","16.1","29.5","35.5","1.0","1.0","1.0","18.0","39.0","29.5","22.3","1","310","2","239","8.3","60","8","4.0"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T14:00:00","0.0","229","166","117","382","106","1.0","28.9","16.5","30.8","34.2","1.0","1.0","1.0","19.9","39.9","30.8","23.9","1","305","2","219","8.3","60","13","3.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T15:00:00","0.0","227","160","121","403","89","1.9","28.9","16.9","31.6","33.4","1.0","1.0","1.0","21.0","39.9","31.6","24.7","1","246","2","229","8.5","54","9","3.6"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T16:00:00","0.0","217","156","99","415","113","1.9","28.9","17.4","31.9","33.1","1.0","1.0","1.0","21.2","41.0","31.9","25.2","1","246","2","197","8.4","73","9","3.4"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T17:00:00","0.0","241","160","97","394","108","2.1","28.9","17.7","31.7","33.3","1.0","1.0","1.0","21.9","39.9","31.7","25.2","1","254","2","178","8.0","89","6","2.9"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T18:00:00","0.0","237","158","108","400","97","3.0","28.9","17.9","31.0","34.0","1.0","1.0","1.0","21.0","39.9","31.0","24.6","1","259","2","159","7.6","109","5","2.7"
"USW00026451","ANCHORAGE TED STEVENS INTERNATIONAL AIRPORT, AK US","03-14T19:00:00","0.0","209","160","108","419","104","1.9","28.9","17.8","29.4","35.6","1.0","1.0","1.0","19.0","37.9","29.4","23.2","1","255","2","134","7.2","147","2","2.2"
